section_number,section_title,chunk_count,earliest_created_at,latest_created_at
NVIC 05-81 §27,"Literature Concerning Hazardous Cargoes — Chemicalweek Buyer's Guide, published annually in October, McGraw-Hill, Hightstown, NJ",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §28,"Literature Concerning Hazardous Cargoes — Farm Chemicals Handbook, published annually in January, Meister Publishing Co., Willoughby,",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §29,"Literature Concerning Hazardous Cargoes — Hygienic Guide Series, American Industrial Hygiene Association, 475 Wolf Ledges Parkway,",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §3,"Literature Concerning Hazardous Cargoes — Liquefied Natural Gas and Liquefied Petroleum Gas Views and Practices, Policy and Safety,",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §30,"Literature Concerning Hazardous Cargoes — Chemical Hazard Fact Finder, National Safety Council, 425 N. Michigan Avenue, Chicago, IL",5,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §4,"Literature Concerning Hazardous Cargoes — CG-329, Fire Fighting Manual for Tank Vessels, U.S. Coast Guard, 1974. This manual is intended",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §5,"Literature Concerning Hazardous Cargoes — CG-174, A Manual for the Safe Handling of Flammable and Combustible Liquids and Other",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §6,"Literature Concerning Hazardous Cargoes — Hazardous Materials, 1980 Emergency Response Guidebook, Materials Transportation Bureau,",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §7,"Literature Concerning Hazardous Cargoes — NIOSH/OSHA Pocket Guide to Chemical Hazards, 1980, U.S. Dept of Health and Human",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §8,"Literature Concerning Hazardous Cargoes — Summary of NIOSH Recommendations for Occupational Health Standards, October 1980,",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-81 §9,"Literature Concerning Hazardous Cargoes — TLVs, Threshold Limit Valves for Chemical Substances and Physical Agents in the Workroom",1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 05-82 §1,Fixed Ballast — Slurry contents. A list of ingredients of the slurry should be submitted to the Coast,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 05-82 §2,Fixed Ballast — Cutouts. Numerous openings in the ballast tank top may be necessary to assure,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 05-82 §3,Fixed Ballast — Air pockets. Shifting will occur unless all air pockets within the ballast,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 05-82 §4,Fixed Ballast — Moisture. The percentage volume of moisture entrained in the ballast after,1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 05-82 §5,"Fixed Ballast — Corrosion test plates. Corrosion test specimens, in the form described under",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 05-82 §6,"Fixed Ballast — Corrosion test plates. Corrosion test specimens, in the form of two 3 inch by 24",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 05-82 §7,"Fixed Ballast — Air pockets. When pumping the fluid into the ballast tanks, care should be taken to",1,2026-04-07 03:29:44.2472+00,2026-04-07 03:29:44.2472+00
NVIC 05-86 §1,"Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — It is not uncommon for fishing vessels, especially tuna seiners, to load fuel in the fish holds",2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §10,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Electrical equipment should be checked to ensure that air can circulate freely around it and,1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §11,"Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Motors should be inspected, quarterly. Windings should be vacuumed or blown free of",1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §12,"Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Batteries should be inspected weekly to ensure that they are mounted securely, terminals",1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §13,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Porcelain electrical fixtures and fittings such as lampholders and fuseholders should be,1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §14,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Lamps in lighting fixtures should be checked to ensure they do not exceed the rated,1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §15,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Switches and receptacles should be checked to ensure that connections are tight and,1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §16,"Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Portable cords should be checked for fraying, weakened end connections, and for",1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §17,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — All portable power tools should be inspected to ensure they have a 3 prong plug (if of the,1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §18,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Portable appliances should be unplugged when not in use.,1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §19,"Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Where auxiliary steering equipment is provided, there should be:",1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §2,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Figure 1-12 shows a profile view of the subject vessel indicating the loading condition. The,3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §20,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Circuit breakers and fuses in steering systems should provide short circuit protection only.,2,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §25,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — All other pumps and piping in good condition...................................................... _____,1,2026-04-07 03:29:41.350143+00,2026-04-07 03:29:41.350143+00
NVIC 05-86 §3,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Figures 1-23 and 1-24 were adapted from the Cold Regions Research and Engineering,3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §4,"Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Subparts A and B of Part 155 give the design, equipment and operational requirements",2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-86 §5,"Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — ACTION. The Coast Guard recommends that vessel builders, marine surveyors, insurance",4,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-86 §6,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Part 159 contains the requirements for the installation of marine sanitation devices with the,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-86 §7,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — LONG. CENTER OF GRAVITY (LCG) (AFT OF FWD PERPENDICULAR) =,3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §8,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Electrical cables should be kept clean and should be inspected yearly for damage such as,4,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:37.968749+00
NVIC 05-86 §9,Voluntary Standards for U.S. Uninspected Commercial Fishing Vessels — Terminations and connections should be made in fire-retardant enclosures. Splices in,1,2026-04-07 03:29:37.968749+00,2026-04-07 03:29:37.968749+00
NVIC 05-87 §1,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Article 4 of MARPOL 73178 provides for violations of the convention to be mitigated under the,2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §10,"Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Upon satisfactory completion of all tests and inspections conducted as part of the initial survey,",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §11,"Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Once the P & A manual receives final approval, the OCMI will deliver it to the vessel with",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §12,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Any other information or operational instructions required by the home administration (MSC for,2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §13,"Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Foreign flag vessels desiring to carry category A, B, C, or D NLS in U.S. waters, other than",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §14,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — The extent of the examination to verify a foreign vessel's compliance with Annex II and related,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §15,"Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Upon satisfactory completion of the examination, the vessel may be issued a Certificate of",1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §16,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Foreign vessels desiring to operate in U.S. waters carrying only those category C and D Oil-like,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §17,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Foreign non-self propelled vessels carrying only those category D NLS cargos listed in 46 CFR,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §18,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Information on all vessel inspections and examinations relating to the carriage of NLS shall be,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §2,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — As of 6 April 1987 ships carrying noxious liquid substances in bulk which are not fully certified,3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §3,"Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — For intermediate surveys on both U.S. and foreign vessels, a marine inspector should examine",2,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §4,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Enforcement policy for those vessels requiring a NLS certificate in lieu of a Certificate of Fitness,3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §5,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — All vessels conducting any NLS cargo operations must have the Cargo Record Book required by,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §6,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Any discrepancies noted should be brought to the attention of the Marine Safety Center (MSC),1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §7,"Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Once the arrangements and cargo system is checked and any discrepancies corrected, an",3,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §8,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — There are no stripping test requirements for tanks which will carry only category A or D NLS.,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-87 §9,Guidance on Implementation of Annex II of the MARPOL Protocol of 73/78 for Vessels Carrying Noxious Liquid Substances (NLS) in Bulk — Those OSV’s carrying NLS cargo in bulk which do not discharge NLS residues to the sea must,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-89 §1,Guidelines for Nondestructive Testing of Pressure Vessel Type Cargo Tanks Aboard Tank Barges — PURPOSE. This Circular explains minimum recommendations for satisfying Pressure Vessel,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-89 §2,Guidelines for Nondestructive Testing of Pressure Vessel Type Cargo Tanks Aboard Tank Barges — BACKGROUND.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-89 §3,Guidelines for Nondestructive Testing of Pressure Vessel Type Cargo Tanks Aboard Tank Barges — DISCUSSION.,15,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-89 §4,Guidelines for Nondestructive Testing of Pressure Vessel Type Cargo Tanks Aboard Tank Barges — ACTION. Owners and Operators of vessels with PVCTs are encouraged to use the guidelines in,1,2026-04-07 03:29:35.231862+00,2026-04-07 03:29:35.231862+00
NVIC 05-91 §1,Inspection and Certification of River Barges Carrying Occupied Recreational Vehicles (RVs) — Equivalencies for construction and arrangement.,3,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-91 §2,Inspection and Certification of River Barges Carrying Occupied Recreational Vehicles (RVs) — Equivalencies for lifesaving equipment.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-91 §3,Inspection and Certification of River Barges Carrying Occupied Recreational Vehicles (RVs) — DISCUSSION.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-91 §4,Inspection and Certification of River Barges Carrying Occupied Recreational Vehicles (RVs) — Miscellaneous considerations.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-91 §5,Inspection and Certification of River Barges Carrying Occupied Recreational Vehicles (RVs) — Manning of passenger barges under tow.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §1,Guidance for Certification of Passenger Carrying Submersibles — Fire Protection.,2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §10,Guidance for Certification of Passenger Carrying Submersibles — Operational Tests. Certain operational tests relate closely to stability. These can conveniently be,2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §11,Guidance for Certification of Passenger Carrying Submersibles — Stability Letter The end product of the stability review is a stability letter similar to the example,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §2,Guidance for Certification of Passenger Carrying Submersibles — Basic Principles of Submersible Stability,3,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §3,Guidance for Certification of Passenger Carrying Submersibles — Battery charging procedures and equipment must be addressed from the standpoint of,3,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §4,Guidance for Certification of Passenger Carrying Submersibles — Assumptions.,2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §5,Guidance for Certification of Passenger Carrying Submersibles — Stability Review Procedure. There are several elements to a stability review for a submersible:,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §6,Guidance for Certification of Passenger Carrying Submersibles — Spreadsheet Calculations,2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §7,Guidance for Certification of Passenger Carrying Submersibles — BILGES. The vessel's bilges shall be kept dry at all times consistent with pollution prevention,2,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §8,Guidance for Certification of Passenger Carrying Submersibles — FREEING PORTS. Deck freeing ports shall be maintained operable and completely unobstructed at all,6,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-93 §9,Guidance for Certification of Passenger Carrying Submersibles — Simplified Stability Test. The submersible must pass a simplified stability test to confirm that it is,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-94 §1,Requirements for Vessels Carrying Bulk Grain Cargo — General Requirements. The grain stability information required by the Grain Code that must be,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 05-94 §2,Requirements for Vessels Carrying Bulk Grain Cargo — Stability Information- Stability information in the format of a grain loading booklet or a grain,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 05-94 §3,Requirements for Vessels Carrying Bulk Grain Cargo — Coast Guard Marine Safety Center Oversight. Upon receipt of the approved grain loading,1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 05-94 §4,"Requirements for Vessels Carrying Bulk Grain Cargo — Tank Vessels. Under the authority of Section 5 of the Code, a tank vessel designed solely for the",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 05-94 §5,"Requirements for Vessels Carrying Bulk Grain Cargo — Unmanned Barges. Unmanned barges, except for deck cargo barges, may be issued a Document",1,2026-04-07 03:29:30.458455+00,2026-04-07 03:29:30.458455+00
NVIC 05-94 §6,Requirements for Vessels Carrying Bulk Grain Cargo — Single Voyage Document of Authorization. A vessel without a Document of Authorization and,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-17 §1,Pipeline and Hose Testing Guidance for Marine Transportation Related Facilities Handling Oil or Hazardous Material in Bulk — PURPOSE.,2,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 06-17 §11,Pipeline and Hose Testing Guidance for Marine Transportation Related Facilities Handling Oil or Hazardous Material in Bulk — REQUEST FOR CHANGES. USCG personnel may recommend changes by writing via the,19,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 06-17 §2,"Pipeline and Hose Testing Guidance for Marine Transportation Related Facilities Handling Oil or Hazardous Material in Bulk — ACTION. Captains of the Port (COTP) and Officers in Charge, Marine Inspection (OCMI)",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 06-17 §4,Pipeline and Hose Testing Guidance for Marine Transportation Related Facilities Handling Oil or Hazardous Material in Bulk — DISCUSSION.,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 06-17 §5,"Pipeline and Hose Testing Guidance for Marine Transportation Related Facilities Handling Oil or Hazardous Material in Bulk — DISCLAIMER. This guidance is not a substitute for applicable legal requirements, nor is it",1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 06-17 §6,Pipeline and Hose Testing Guidance for Marine Transportation Related Facilities Handling Oil or Hazardous Material in Bulk — MAJOR CHANGES. The purpose of this NVIC is to update the information in reference (a),1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 06-17 §7,Pipeline and Hose Testing Guidance for Marine Transportation Related Facilities Handling Oil or Hazardous Material in Bulk — ENVIRONMENTAL ASPECT AND IMPACT CONSIDERATION.,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 06-17 §8,Pipeline and Hose Testing Guidance for Marine Transportation Related Facilities Handling Oil or Hazardous Material in Bulk — DISTRIBUTION. No paper distribution will be made of this Circular. An electronic version,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 06-17 §9,Pipeline and Hose Testing Guidance for Marine Transportation Related Facilities Handling Oil or Hazardous Material in Bulk — RECORDS MANAGEMENT CONSIDERATIONS. This NVIC has been thoroughly,1,2026-04-07 03:29:16.78617+00,2026-04-07 03:29:16.78617+00
NVIC 06-70 §2,Fixed Fire Extinguishing Systems for Use In Galley Ventilating Equipment — Background. A ship's galley offers a natural environment for the production of fire since necessary,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-70 §3,Fixed Fire Extinguishing Systems for Use In Galley Ventilating Equipment — Discussion. There are three major types of fixed fire extinguishing systems for use in galley,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-70 §4,Fixed Fire Extinguishing Systems for Use In Galley Ventilating Equipment — Action. A fixed fire extinguishing system designed for use in galley ventilating equipment which is,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §1,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Halon 1301 piping systems should be tested as outlined in 46 CFR 76.15-15 (J). The test,2,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §10,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Check date of last hydrostatic test; cylinders must by hydrostatically tested every 12 years.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §11,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Check piping supports to determine that piping is securely fastened. Aluminum piping,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §12,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Check manual release devices. Two distinct and separate actions should be required to,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §13,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Check ventilation and other operating machinery in protected space. Devices must be,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §14,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Check to determine if discharge delay allows adequate time to evacuate protected space,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §16,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Check hydraulic calculations according to NFPA Standard 12A. Certain manufacturers,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §17,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Determine percent of agent in piping. This should not exceed 125%.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §2,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — A 7% concentration is approximately the inerting concentration required for most marine,3,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §3,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Predischarge alarm must be checked and operated with dry air or nitrogen if necessary.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 06-72 §4,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Remote release mechanisms must be checked to insure that cables and pulleys are free to,86,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §5,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Divide quantity of halon in-pounds by 10 seconds to get required flow rate in lb./sec.,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §6,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Check cylinder location. Cylinders must be located externally to protected space except for,4,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §7,Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Legible operating instructions detailing release and alternate method of release must be,1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-72 §8,"Guide to Fixed Fire-Fighting Equipment Aboard Merchant Vessels — Visually check all piping for breaks, corrosion, obstructions, etc. If necessary, blow out",1,2026-04-07 03:29:49.314717+00,2026-04-07 03:29:49.314717+00
NVIC 06-74 §1,Elimination of Unsafe Condition on Board Tank Barges — Purpose. The purpose of this circular is to alert operators of tank barges to the potential hazards,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 06-74 §2,Elimination of Unsafe Condition on Board Tank Barges — Background. A recent Coast Guard investigation into the explosion with subsequent fire and,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 06-74 §3,Elimination of Unsafe Condition on Board Tank Barges — Discussion. The venting of a certain amount of vapors from petroleum products at or near deck,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 06-74 §4,Elimination of Unsafe Condition on Board Tank Barges — Action. Owners and operators of tank barges should ensure that equipment under their control is,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 06-81 §1,Lifeboat Weight Tests — PURPOSE. This Circular is intended to provide information to vessel owners/operators and,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 06-81 §2,Lifeboat Weight Tests — DISCUSSION.,1,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 06-81 §3,Lifeboat Weight Tests — ACTION. Owner/operators that use water for the lifeboat; weight test may expedite the test by,2,2026-04-07 03:29:46.819797+00,2026-04-07 03:29:46.819797+00
NVIC 06-91 §1,Fire Drills and On-Board Training — PURPOSE. The purpose of this Circular is to call attention to and endorse IMO MSC/Circular,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-91 §2,Fire Drills and On-Board Training — BACKGROUND. IMO has been putting great emphasis on the role of human factor,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-91 §3,Fire Drills and On-Board Training — DISCUSSION.,1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-91 §4,Fire Drills and On-Board Training — IMPLEMENTATION.,7,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §1,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Recordkeeping. The employer is required to maintain records in accordance with 46 CFR",4,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §10,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Was periodic benzene monitoring conducted in July/August or the month of carriage",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
NVIC 06-92 §11,"Implementation of the Benzene Regulations of Title 46, Code of Federal Regulations, Part 197 (46 CFR 197) All Changes included. — Do benzene sampling results represent conditions where exposure risk is highest (e.g.,",1,2026-04-07 03:29:32.724715+00,2026-04-07 03:29:32.724715+00
